,rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,hour_angle_at_19,hour_angle_at_22,alt_at_19,alt_at_22,az_at_19,az_at_22
5780,5781,6056.01,6056,102808276,102808276.0,1,PC,04h12m57.85s,63.241059,,,+67d40m31.97s,67.675548,,,5.32,0.038,-0.038,0.0,1.0,-12.79,0.06,-0.06,0.0,1.0,2459912.906,0.003442,-0.003442,0,1,3.1420495,0.0008244,-0.0008244,0,1,2.6691319,0.2533006,-0.2533006,0,1,18253.75397,1269.9469,-1269.9469,0,1,12.6079161,0.9255885,-0.9255885,0,1,275.6027117,,,,,1039.179621,,,,,14.6332,0.013,-0.013,0,1,515.161,9.885,-9.885,0,1,4996.0,122.0,-122.0,0,1,4.47095,,,0,1,0.877202,,,0,1,2023/2/8 21:13,2023/12/21 12:03,221.758941,266.758941,17.36620450536787,30.863448739919576,12.690249407881845,21.96983381080811
6073,6074,6316.01,6316,444753130,444753130.0,1,PC,01h40m42.5s,25.177088,,,+61d00m34.99s,61.00972,,,-1.24,0.018,-0.018,0.0,1.0,-0.377,0.024,-0.024,0.0,1.0,2459905.111,0.001544,-0.001544,0,1,3.0057526,6.8e-06,-6.8e-06,0,1,3.594,0.208,-0.208,0,1,12169.0,428.028,-428.028,0,1,17.9698,0.797688,-0.797688,0,1,2928.62,,,,,2049.0,,,,,12.6927,0.016,-0.016,0,1,943.154,17.0065,-17.0065,0,1,7581.0,165.8,-165.8,0,1,4.2,0.08,-0.08,0,1,1.74,0.06,-0.06,0,1,2023/5/3 22:21,2024/8/22 10:08,259.822912,304.822912,25.566605401958178,46.75397243530124,27.038939742931994,30.298505474783983
6079,6080,6321.01,6321,301991463,301991463.0,1,PC,02h42m09.46s,40.539435,,,+53d33m20.89s,53.555802,,,26.578,0.057,-0.057,0.0,1.0,-14.846,0.047,-0.047,0.0,1.0,2459909.228,0.001715,-0.001715,0,1,2.9086778,7.3e-06,-7.3e-06,0,1,2.887,0.32,-0.32,0,1,10323.0,524.662,-524.662,0,1,12.2888,,,0,1,536.747,,,,,1340.0,,,,,13.0057,0.006,-0.006,0,1,472.785,5.835,-5.835,0,1,5401.0,122.0,-122.0,0,1,4.27,,,0,1,1.18,,,0,1,2023/5/3 22:21,2024/8/22 10:08,244.460565,289.460565,14.57296420611667,38.573862279968566,28.58333223450961,40.06967231354102
6101,6102,6341.01,6341,285328782,285328782.0,1,PC,00h50m34.6s,12.644164,,,+61d02m46.44s,61.046232,,,-0.461,0.026,-0.026,0.0,1.0,0.869,0.027,-0.027,0.0,1.0,2459907.877,0.001089,-0.001089,0,1,2.7182588,3.6e-06,-3.6e-06,0,1,1.682,0.168,-0.168,0,1,12333.0,754.271,-754.271,0,1,20.77,,,0,1,402.801,,,,,1248.0,,,,,13.2013,0.015,-0.015,0,1,980.978,21.222,-21.222,0,1,6433.0,122.0,-122.0,0,1,4.15,,,0,1,1.59,,,0,1,2023/5/3 22:21,2024/8/22 10:08,272.355836,317.355836,31.210653669801648,52.52144566444897,29.324320534311685,27.66182660812144
6106,6107,6346.01,6346,260040728,260040728.0,1,PC,04h11m08.59s,62.78581,,,+56d11m41.84s,56.194956,,,-3.276,0.034,-0.034,0.0,1.0,-1.188,0.03,-0.03,0.0,1.0,2459933.411,0.002008,-0.002008,0,1,6.3111727,2.23e-05,-2.23e-05,0,1,3.039,0.277,-0.277,0,1,14495.0,972.113,-972.113,0,1,14.8439,,,0,1,130.71,,,,,941.0,,,,,13.4352,0.006,-0.006,0,1,508.418,6.848,-6.848,0,1,5531.0,122.0,-122.0,0,1,4.31,,,0,1,1.14,,,0,1,2023/5/3 22:24,2024/8/22 10:08,222.21419,267.21419000000003,7.993380833186577,27.02983771607796,18.465815911089905,33.17979698300526
6117,6118,6356.01,6356,9136777,9136777.01,1,PC,04h30m25.2s,67.605011,,,+56d23m40.07s,56.394465,,,4.196,0.06,-0.06,0.0,1.0,-18.435,0.051,-0.051,0.0,1.0,2459930.555,0.000399,-0.000399,0,1,3.7799201,2.1e-06,-2.1e-06,0,1,3.493,0.059,-0.059,0,1,16559.0,256.066,-256.066,0,1,16.2502,1.75456,-1.75456,0,1,674.743,,,,,1419.0,,,,,11.8848,0.006,-0.006,0,1,374.605,6.7325,-6.7325,0,1,6121.6,97.0,-97.0,0,1,4.38,0.12,-0.12,0,1,1.14,0.12,-0.12,0,1,2023/5/3 22:24,2024/8/22 10:08,217.394989,262.394989,6.7489589226333475,24.690215899053317,16.417708253957777,31.818872286023698
6126,6127,6364.01,6364,407517154,407517154.0,1,PC,00h10m55.7s,2.732086,,,+78d53m59.02s,78.899729,,,-9.927,0.032,-0.032,0.0,1.0,2.806,0.032,-0.032,0.0,1.0,2459899.625,0.001886,-0.001886,0,1,25.8866192,6.6e-05,-6.6e-05,0,1,3.737,0.713,-0.713,0,1,13915.0,1272.18,-1272.18,0,1,11.2641,,,0,1,14.5766,,,,,544.0,,,,,13.2114,0.009,-0.009,0,1,390.021,2.553,-2.553,0,1,5326.0,122.0,-122.0,0,1,4.6,,,0,1,0.8,,,0,1,2023/5/3 22:24,2024/8/22 10:08,282.267914,327.267914,36.609376417771365,44.06799521276399,11.171116759126118,6.839817894057443
6137,6138,6374.01,6374,468501184,468501184.0,1,PC,00h55m29.35s,13.872298,,,+73d27m50.99s,73.464164,,,-4.925,0.026,-0.026,0.0,1.0,7.215,0.027,-0.027,0.0,1.0,2459933.265,0.000978,-0.000978,0,1,4.5944948,5.5e-06,-5.5e-06,0,1,3.482,0.209,-0.209,0,1,10846.0,339.501,-339.501,0,1,14.2928,0.748715,-0.748715,0,1,424.183,,,,,1264.0,,,,,12.7022,0.02,-0.02,0,1,515.735,4.4875,-4.4875,0,1,5890.0,178.7,-178.7,0,1,4.24,0.08,-0.08,0,1,1.3,0.06,-0.06,0,1,2023/5/3 22:24,2024/8/22 10:08,271.127702,316.127702,33.672348866425374,45.883343952842324,16.596999070331805,13.605959978570498
6141,6142,6378.01,6378,251594291,251594291.0,1,PC,03h03m16.75s,45.819803,,,+59d18m31.02s,59.308616,,,0.645,0.031,-0.031,0.0,1.0,-1.775,0.048,-0.048,0.0,1.0,2459916.231,0.002806,-0.002806,0,1,12.9589981,5.19e-05,-5.19e-05,0,1,3.683,0.286,-0.286,0,1,16753.0,866.395,-866.395,0,1,11.9733,,,0,1,60.044,,,,,775.0,,,,,13.4948,0.028,-0.028,0,1,489.542,5.5595,-5.5595,0,1,5925.0,122.0,-122.0,0,1,4.52,,,0,1,0.94,,,0,1,2023/5/3 22:24,2024/8/22 10:08,239.180197,284.180197,16.201875698527257,36.559661250852514,22.794496581574002,32.64765378355162
6147,6148,6383.01,6383,328513434,328513434.0,1,CP,04h01m41.93s,60.424695,,,+60d53m28.92s,60.891368,,,41.134,0.063,-0.063,0.0,1.0,-51.191,0.07,-0.07,0.0,1.0,2459933.595,0.00106,-0.00106,0,1,1.7904917,0.0001515,-0.0001515,0,1,1.223,0.086,-0.086,0,1,47315.0,3022.18,-3022.18,0,1,11.4109,0.480695,-0.480695,0,1,31.6712,,,,,660.0,,,,,14.4506,0.007,-0.007,0,1,171.319,1.323,-1.323,0,1,3425.0,157.0,-157.0,0,1,4.78,0.01,-0.01,0,1,0.46,0.01,-0.01,0,1,2023/5/3 22:24,2024/9/27 12:02,224.57530500000001,269.575305,12.549146898718261,29.8796238054693,17.005924367237153,29.03774585214514
6703,6704,6881.01,6881,431899136,431899136.0,1,PC,03h44m54.82s,56.22842,,,+45d30m28.71s,45.507976,,,-2.154,0.051,-0.051,0.0,1.0,-2.387,0.04,-0.04,0.0,1.0,2459934.874,0.001755,-0.001755,0,1,1.9769396,5.9e-06,-5.9e-06,0,1,3.021,0.236,-0.236,0,1,11495.0,433.512,-433.512,0,1,15.8982,0.911926,-0.911926,0,1,2535.55,,,,,1976.0,,,,,12.7034,0.015,-0.015,0,1,775.775,14.477,-14.477,0,1,6440.5,97.8,-97.8,0,1,4.12,0.09,-0.09,0,1,1.65,0.08,-0.08,0,1,2024/2/1 21:36,2024/2/2 12:02,228.77158,273.77158,1.7656542447507086,26.5463308381628,26.948035163588614,45.75634055156064
6707,6708,6885.01,6885,154067753,154067753.0,1,PC,13h49m57.21s,207.488369,,,+66d46m25.57s,66.773769,,,3.218,0.04,-0.04,0.0,1.0,-26.508,0.033,-0.033,0.0,1.0,2459617.529,0.001075,-0.001075,0,1,11.6515287,0.0015223,-0.0015223,0,1,4.1130736,0.1107408,-0.1107408,0,1,15415.73003,327.5854,-327.5854,0,1,11.0647635,0.7072039,-0.7072039,0,1,60.177006,,,,,710.3581928,,,,,12.4434,0.007,-0.007,0,1,329.485,2.3625,-2.3625,0,1,5335.0,129.554,-129.554,0,1,4.50186,0.0853703,-0.0853703,0,1,0.891247,0.0511508,-0.0511508,0,1,2024/2/1 21:37,2024/4/27 12:03,77.511631,122.511631,36.65149303979561,20.699378616654613,335.8625563372142,342.69459734055255
6846,6847,7003.01,7003,219707850,219707850.0,1,PC,09h06m31.46s,136.631085,,,+70d53m12.58s,70.886829,,,-38.821,0.07,-0.07,0.0,1.0,-46.733,0.075,-0.075,0.0,1.0,2460338.156,0.000415,-0.000415,0,1,0.7331156,5e-07,-5e-07,0,1,0.559,0.047,-0.047,0,1,45524.0,9375.35,-9375.35,0,1,13.8557,0.966293,-0.966293,0,1,48.0269,,,,,733.0,,,,,14.2717,0.007,-0.007,0,1,155.969,1.3535,-1.3535,0,1,3326.0,157.0,-157.0,0,1,4.77,0.01,-0.01,0,1,0.46,0.01,-0.01,0,1,2024/5/30 23:40,2024/8/22 10:08,148.368915,193.368915,18.275357545118748,16.320283418758066,351.4343532149739,3.708926611212745
6859,6860,7015.01,7015,11894726,11894726.01,1,PC,11h52m42.31s,178.176278,,,+48d21m07.96s,48.352211,,,-66.12,0.051,-0.051,0.0,1.0,2.82,0.087,-0.087,0.0,1.0,2460359.065,0.001006,-0.001006,0,1,7.0687489,1.31e-05,-1.31e-05,0,1,0.515,0.1,-0.1,0,1,50423.0,10757.2,-10757.2,0,1,14.0241,1.09435,-1.09435,0,1,0.313028,,,,,208.0,,,,,14.3528,0.007,-0.007,0,1,164.557,1.8365,-1.8365,0,1,3368.0,157.0,-157.0,0,1,4.77,0.01,-0.01,0,1,0.47,0.01,-0.01,0,1,2024/5/30 23:41,2024/8/22 10:08,106.823722,151.823722,15.726542939814843,-2.938132195810238,324.1980800062639,344.83110401222143
6862,6863,7018.01,7018,156512187,156512187.0,1,PC,14h44m17.73s,221.073871,,,+77d56m45.76s,77.946044,,,-27.131,0.025,-0.025,0.0,1.0,-9.405,0.021,-0.021,0.0,1.0,2460352.534,0.000618,-0.000618,0,1,20.3158735,1.25e-05,-1.25e-05,0,1,5.276,0.045,-0.045,0,1,39235.0,430.907,-430.907,0,1,17.8657,0.859249,-0.859249,0,1,37.1984,,,,,688.0,,,,,12.9092,0.007,-0.007,0,1,473.162,2.647,-2.647,0,1,5725.0,122.6,-122.6,0,1,4.53,0.07,-0.07,0,1,0.91,0.04,-0.04,0,1,2024/5/30 23:41,2024/8/22 10:08,63.926129,108.926129,39.5029780982524,30.36088929261554,348.39833115717084,349.09538183472654
6874,6875,7029.01,7029,446166017,446166017.0,1,PC,12h14m04.56s,183.519002,,,+48d21m32.88s,48.359133,,,16.262,0.047,-0.047,0.0,1.0,-28.286,0.073,-0.073,0.0,1.0,2460392.777,0.000765,-0.000765,0,1,1.9271521,3e-06,-3e-06,0,1,1.201,0.091,-0.091,0,1,58745.0,2910.97,-2910.97,0,1,13.364,0.587484,-0.587484,0,1,29.2163,,,,,647.0,,,,,14.8347,0.008,-0.008,0,1,263.55,4.888,-4.888,0,1,3516.0,157.0,-157.0,0,1,4.7,0.01,-0.01,0,1,0.55,0.02,-0.02,0,1,2024/5/30 23:42,2024/8/22 10:08,101.480998,146.480998,18.681667422047635,-1.4400614711930353,322.2150430308703,342.0881253381191
6878,6879,7031.01,7031,284592989,284592989.0,1,PC,12h24m03.06s,186.012762,,,+42d41m02.85s,42.684124,,,28.865,0.053,-0.053,0.0,1.0,-8.367,0.058,-0.058,0.0,1.0,2460368.42,0.002484,-0.002484,0,1,1.7911016,0.0003034,-0.0003034,0,1,1.3192751,0.1881722,-0.1881722,0,1,12254.94398,1336.6227,-1336.6227,0,1,7.0726104,1.0872678,-1.0872678,0,1,114.7997816,,,,,834.843394,,,,,14.367,0.007,-0.007,0,1,295.802,4.8795,-4.8795,0,1,3718.0,157.0,-157.0,0,1,4.62057,0.0125886,-0.0125886,0,1,0.636647,0.0199952,-0.0199952,0,1,2024/5/30 23:43,2024/5/31 12:02,98.98723799999999,143.987238,17.145147945845093,-5.636667719295665,316.24595015629785,338.4476707509624
